,song_name,name,song_id,cluster
7454,Love You Like A Love Song,Selena Gomez & The Scene,7lAoovVf67mECK18oOpJbc,11
7455,Things We Do For Love,David Crosby,6ASOty6SP4PtZcGqGDfRx7,12
7456,LifeLong Love,Reece,3qe1hCoJR777cvCj3NrWE0,7
7457,Bushes of Love,Bad Lip Reading,75LOt4i3Xlmpu8bFu4kdUR,2
7458,White Walls/Can't Hold Us/Same Love/Thrift Shop (Acoustic Mashup) feat. Jaclyn Davies,Megan Davies,005ojEjmGPAfBptQDTYi5T,13
7459,White Walls/Can't Hold Us/Same Love/Thrift Shop (Acoustic Mashup) feat. Jaclyn Davies,Jaclyn Davies,005ojEjmGPAfBptQDTYi5T,13
7460,Could You Love Me?,Black Saint,1w191mxEGK17BcYVbI3HmR,18
7461,Love & War (feat. Yade Lauren) - Aazar Remix,Yellow Claw,0Gv8mSdCmNchwEnPQ3WQNN,6
7462,Love & War (feat. Yade Lauren) - Aazar Remix,Yade Lauren,0Gv8mSdCmNchwEnPQ3WQNN,6
7463,Love & War (feat. Yade Lauren) - Aazar Remix,Aazar,0Gv8mSdCmNchwEnPQ3WQNN,6
7464,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,0bHm2wFL0m7qZIlhO7PQu5,6
7465,Lovebug,Jonas Brothers,78dL72D0hj9Ah5nFvLCzzE,10
7466,Love Game,Eminem,0iMN420Q45isZVNlAqzPTW,18
7467,Love Game,Kendrick Lamar,0iMN420Q45isZVNlAqzPTW,18
7468,I Wanna Love You - Album Version (Edited),Akon,0zePmouXTtdaaEV7UFelHt,0
7469,I Wanna Love You - Album Version (Edited),Snoop Dogg,0zePmouXTtdaaEV7UFelHt,0
7470,Mad Love.,JoJo,3lObEUBA2nt1tp6vMut2fO,5
7471,Live Love Learn (feat. Peg Parnevik),Sondr,6Nm0PIjQHqW8OxQlNB2ze9,9
7472,Live Love Learn (feat. Peg Parnevik),Peg Parnevik,6Nm0PIjQHqW8OxQlNB2ze9,9
7473,Cosmic Love,Florence + The Machine,0CSTvWUps1YmpQoXXay9ol,0
7474,Is This Love,Bob Marley & The Wailers,3y540Z9QFePg2CyZYWZMyI,7
7475,Let Me Let You Go,Aaron Carter,5YPV9XTUn0YRmvAC5DK5JS,0
7476,I Don't Sell Molly No More,ILOVEMAKONNEN,2aLJLYZe3dkIvMM9wGb4Gw,19
7477,Stuck in love,Kim Kyung Hee,6GK9UX5iAjALpVRgtjR3MV,17
7478,Down By The River,Bobby Wills,05psytPou8b3lkXSzQURBz,6
7479,Love Hurts,Nazareth,1i5oEx2vFczQ2sCY3c6Kn5,19
7480,Dutty Love,Don Omar,2U4kPiipwfc2oHmd0nGoj5,8
7481,Dutty Love,NATTI NATASHA,2U4kPiipwfc2oHmd0nGoj5,8
7482,I'm In Love With The Shape Of You,Ben Edsel,3jvYTI9NHURnn7qOSlat6e,11
7483,Love Will Tear Us Apart,Joy Division,2JO3HwMRPeya8bXbtbyPcf,16
7484,"i hate u, i love u (feat. olivia o'brien)",gnash,0qm1LWHSmKvdOPzBvhB29w,13
7485,"i hate u, i love u (feat. olivia o'brien)",Olivia O'Brien,0qm1LWHSmKvdOPzBvhB29w,13
7486,Easy Lover,Philip Bailey,7INi4pMPG4IE0Smx5y4KVf,8
7487,Easy Lover,Phil Collins,7INi4pMPG4IE0Smx5y4KVf,8
7488,Our Love,Sharon Van Etten,4ouHnqx22lzTZHr2hEt5aH,15
7489,Beach In Hawaii,Ziggy Marley,1ZPsdTkzhDeHjA5c2Rnt2I,7
7490,Ordinary Love,Park Kyung,1enx9LPZrXxaVVBxas5rRm,18
7491,Ordinary Love,Park Boram,1enx9LPZrXxaVVBxas5rRm,18
7492,When I Fall in Love,Nat King Cole,4S1PQu6IPLn3KPocEXp0T4,12
7493,Woman in Love,Aaron Goodvin,7GhldkazUKCmuYLMyPi6sp,18
7494,Real Love,Clean Bandit,1tSOf7kzZ1rdYXEuk25kQW,6
7495,Real Love,Jess Glynne,1tSOf7kzZ1rdYXEuk25kQW,6
7496,Giants - Acoustic,Savoir Adore,0NNDSQplaF6x0z4awa38pG,12
7497,Love On The Brain - RY X Remix,Rihanna,5TWQZfWeXydAYN7HsRR55O,5
7498,Love On The Brain - RY X Remix,RY X,5TWQZfWeXydAYN7HsRR55O,5
7499,On Fleek (Love You Everything),Alkaline,5tGLXqxNmzeXcK050Lw5Ou,7
7500,WTF Love Is,Tove Lo,21cZMrvY4479k2ylYX5N36,10
7501,I Just Want To Make Love To You - Single Version,Etta James,3QnHWkNMY2mpy494Bis0ly,12
7502,(Stop) Just Love,Us The Duo,4hGgIRtsp9nvgMCmUz0n37,12
7503,LET’S NOT FALL IN LOVE,BIGBANG,0qruYu1AiLgMQqJYEHgOrO,6
7504,Bulletproof Love,Pierce The Veil,6bGac1gBHs7kUKihrudMzq,19
7505,"Secret Love Song, Pt. II",Little Mix,2BnjU9TqIovk0IQ7jJaA4z,17
7506,Shadows of Love (feat. Heidi Rojas),Sam Feldt,6c7iKGcv4eheZKz227uhpn,5
7507,Shadows of Love (feat. Heidi Rojas),Heidi Rojas,6c7iKGcv4eheZKz227uhpn,5
7508,"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Shaggy,2CzNAvr2nZKYxthPVMvdVe,6
7509,"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Mohombi,2CzNAvr2nZKYxthPVMvdVe,6
7510,"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Faydee,2CzNAvr2nZKYxthPVMvdVe,6
7511,"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Costi,2CzNAvr2nZKYxthPVMvdVe,6
7512,Ikaw,Yeng Constantino,22l6ZMCgWB1wfd1GOBe3wm,17
7513,Love Me Like You,Little Mix,0fIOacVe000P5pNhaKQlQw,18
7514,What Love Is All About,Johnny Reid,3sx4tBR2vah6vlrUgrKTN2,12
7515,The God I Know,Love & The Outcome,43DVtoypVSY4mQV2JrqY9I,6
7516,Making Love With The Radio On,Gavin DeGraw,2sF9044fSD4bANmtw2GV6B,18
7517,Crazy In Love (feat. Jay-Z),Beyoncé,0TwBtDAWpkpM3srywFVOV5,11
7518,Crazy In Love (feat. Jay-Z),JAY-Z,0TwBtDAWpkpM3srywFVOV5,11
7519,Love Me Better,Love Thy Brother,0uy6p9Rh07FmwGPWc7GTwX,5
7520,Love Me Better,Ariel Beesley,0uy6p9Rh07FmwGPWc7GTwX,5
7521,When Love Takes Over (feat. Kelly Rowland),David Guetta,6ZbmKimtnTuIo330PbxdU3,18
7522,When Love Takes Over (feat. Kelly Rowland),Kelly Rowland,6ZbmKimtnTuIo330PbxdU3,18
7523,I'm Not In Love,10cc,5HQEmiV2lKnSO6qa2fsR7x,12
7524,California Love - Original Version,2Pac,0YDjIBDHfkKiCNGXWO0wyW,6
7525,California Love - Original Version,Dr. Dre,0YDjIBDHfkKiCNGXWO0wyW,6
7526,California Love - Original Version,Roger,0YDjIBDHfkKiCNGXWO0wyW,6
7527,All That I've Got,The Used,6IxQ0PdozaZKch1m8tGCwb,19
7528,I'm Not In Love,10cc,1A6Kwtsg3JWKU2KWM2udpM,12
7529,"Got Me Crazy (No Better Love) [feat. K Michelle, Rick Ross, Fabolous]",DJ E-Feezy,0NddhCiKqPbapRtcequUGr,18
7530,"Got Me Crazy (No Better Love) [feat. K Michelle, Rick Ross, Fabolous]",K. Michelle,0NddhCiKqPbapRtcequUGr,18
7531,"Got Me Crazy (No Better Love) [feat. K Michelle, Rick Ross, Fabolous]",Rick Ross,0NddhCiKqPbapRtcequUGr,18
7532,"Got Me Crazy (No Better Love) [feat. K Michelle, Rick Ross, Fabolous]",Fabolous,0NddhCiKqPbapRtcequUGr,18
7533,Me Love,Sean Kingston,44M8gY48QHhvc6vn5be10N,6
7534,Want Your Love,Sickick,6b495QgoB0fvzKAMugkMwt,14
7535,First Love,BTS,59MfklT7l8UrCfEGTlzz9z,7
7536,Parking Lot Party,Lee Brice,4HFNGbVmsMV5lHUvDuXLkl,6
7537,Real Love - The Chainsmokers Remix,Clean Bandit,3a0RuyCRfeZwly3mom48nP,0
7538,Real Love - The Chainsmokers Remix,Jess Glynne,3a0RuyCRfeZwly3mom48nP,0
7539,My Love 4 U (feat. A*M*E),MK,0na0lYafx97flwjhS0dNIR,11
7540,My Love 4 U (feat. A*M*E),A*M*E,0na0lYafx97flwjhS0dNIR,11
7541,Love Somebody,Maroon 5,12tUCBq7V9qCF8qGOLpcnu,10
7542,You Don't Have To Say You Love Me,Dusty Springfield,0q8nQ0H4ad4KYcZdrTZPux,14
7543,Fool's Gold,Aaron Carter,420vecPtWWcklRgZkiC9Tb,11
7544,Love The Way You Lie (Part II) - Pt. 2,Rihanna,1TQ4mYHM62h6HvYa9AZRMT,19
7545,Love The Way You Lie (Part II) - Pt. 2,Eminem,1TQ4mYHM62h6HvYa9AZRMT,19
7546,Broken Bones - City of Love - Radio Mix,Love Inc.,1yPlfMljrUqbaQNcfzuCaq,7
7547,Broken Bones - City of Love - Radio Mix,Simone Denny,1yPlfMljrUqbaQNcfzuCaq,7
7548,Blade Runner Love Theme,Luc Serra,6FGg0rf7lCxAgAKK8giasF,3
7549,Greatest Love Story,LANCO,0kdiUZDcLIFw0Buo9r0Q4z,2
7550,Lovers And Friends,Lil Jon & The East Side Boyz,41PWz0hAiU9FqsmjR9Wh62,19
7551,Lovers And Friends,USHER,41PWz0hAiU9FqsmjR9Wh62,19
7552,Lovers And Friends,Ludacris,41PWz0hAiU9FqsmjR9Wh62,19
7553,No Choice,Lil Durk,3u44fKMr6cxOnI15gUpCqh,0
7554,Pick Your Poison,Lil Durk,3cmy8T3JdbYEuOnUOVtJkG,11
7555,Handouts,Lil Durk,6K0wxYOTrAxGKfZNLx9ZdD,8
7556,Lately,Lil Durk,6E5nLqr2f5MfwECPEjDOza,5
7557,Mood (feat. YFN Lucci),Lil Durk,3pEY4jsSSK9XMvMITzqv9X,0
7558,Mood (feat. YFN Lucci),YFN Lucci,3pEY4jsSSK9XMvMITzqv9X,0
7559,Better,Lil Durk,7g75iCtwUu9Z7MVoT2zkdd,5
7560,Uzi (feat. Moneybagg Yo),Lil Durk,1EL550DRMlY241cFuSYnAG,10
7561,Uzi (feat. Moneybagg Yo),Moneybagg Yo,1EL550DRMlY241cFuSYnAG,10
7562,What If (feat. TK Kravitz),Lil Durk,1ZuIMVMm8oYGgQWAc106h6,19
7563,What If (feat. TK Kravitz),TK Kravitz,1ZuIMVMm8oYGgQWAc106h6,19
7564,Endless Love,Lionel Richie,4GBPZmnLHEMdthyo2RDolF,17
7565,Endless Love,Diana Ross,4GBPZmnLHEMdthyo2RDolF,17
7566,We Found Love,Rihanna,3t4HeVfURZ5DuqMWz0Cmqg,6
7567,We Found Love,Calvin Harris,3t4HeVfURZ5DuqMWz0Cmqg,6
7568,A Love To Last A Lifetime,Juris,4g8lRiznlad8Vy4HR1J3B9,19
7569,Ships In The Night,Mat Kearney,0RUXHlYhA057fCOe2vqIqu,19
7570,I Loved You (feat. Melissa Steel),Blonde,4KuS9s0fuqLznp9AJTqTm7,0
7571,I Loved You (feat. Melissa Steel),Melissa Steel,4KuS9s0fuqLznp9AJTqTm7,0
7572,How Did You Love - Piano Version,Shinedown,5QLUdCEJ1oJkFPiPg7sEdd,14
7573,When You Loved Me Least,Michl,54Or9jvM3jWsZPaxEBBP4Y,13
7574,As Long As You Love Me,Justin Bieber,11KJijjzHTyOQy0y9rhRTk,11
7575,As Long As You Love Me,Big Sean,11KJijjzHTyOQy0y9rhRTk,11
7576,Still In Love,JAHKOY,11Nc0kvjmJHd6wNBn2DNTr,5
7577,Easy Love,Dunisco,3HtQE58Fru1nYw5ulAJECs,19
7578,Out Of Africa - Love Theme,Luc Serra,0Off16Gb17BIk168jGtMgO,1
7579,Lovesick,BANKS,4Dbw1WDJ3uiwqQaSSCKbOM,13
7580,Love More,Chris Brown,2bEvCSQQha48I5ZQUCvLzP,10
7581,Love More,Nicki Minaj,2bEvCSQQha48I5ZQUCvLzP,10
7582,Love Inside,BJ The Chicago Kid,6j328qpqI6nScYgOTW5rBl,0
7583,Love Inside,Isabella,6j328qpqI6nScYgOTW5rBl,0
7584,If I Ever Fall In Love,Shai,0uOPGU4CbYxzFxn6T7sblW,0
7585,If I Ever Fall In Love,Bill Appleberry,0uOPGU4CbYxzFxn6T7sblW,0
7586,As Long as You Love Me,Sleeping At Last,5912OMlUlTztBFkmuMMEjR,12
7587,That Love (feat. Alkaline) - Dancehall Remix,Shaggy,35o18FZn6EuaeyfzyduXHI,18
7588,That Love (feat. Alkaline) - Dancehall Remix,Alkaline,35o18FZn6EuaeyfzyduXHI,18
7589,That Love (feat. Alkaline) - Dancehall Remix,"Tony ""CD"" Kelly",35o18FZn6EuaeyfzyduXHI,18
7590,Live Like You're Loved,Hawk Nelson,4sxFftbV19fVUeXv2YkQ9M,18
7591,Love Again (feat. JMSN & Sango),Ta-ku,4AyOZxYrNYz1YAEr8ObEH2,5
7592,Love Again (feat. JMSN & Sango),JMSN,4AyOZxYrNYz1YAEr8ObEH2,5
7593,Love Again (feat. JMSN & Sango),Sango,4AyOZxYrNYz1YAEr8ObEH2,5
7594,I Knew I Loved You,Savage Garden,68K0qD0VDqdm0eWXsGqnvM,2
7595,Drunk in Love (feat. Jay-Z),Beyoncé,5EmCpD8tUj78VW3kgaEjME,5
7596,Drunk in Love (feat. Jay-Z),JAY-Z,5EmCpD8tUj78VW3kgaEjME,5
7597,Send My Love (To Your New Lover),Jasmine Thompson,3uh18gIcPxB7StlSE3HLQB,12
7598,Every Rose Has Its Thorn - 2003 Remaster,Poison,2IJzqbcbQZjcca53yGkX7t,19
7599,Nothing Without Love,Nate Ruess,0oPDrdHQwkjaT0aytZavUO,10
7600,Terrence Loves You,Lana Del Rey,44JxL1qNXXQYniZ5T3MUs9,17
7601,I Love It When You Cry (Moxoki) - Boehm Remix,Steve Aoki,5XxVNCUCqE3F0jdD5x19mv,10
7602,I Love It When You Cry (Moxoki) - Boehm Remix,Moxie Raia,5XxVNCUCqE3F0jdD5x19mv,10
7603,I Love It When You Cry (Moxoki) - Boehm Remix,Boehm,5XxVNCUCqE3F0jdD5x19mv,10
7604,Got The Love,Don Diablo,3XeuoKNikCzGg0ZUgK8Dkr,5
7605,Got The Love,Khrebto,3XeuoKNikCzGg0ZUgK8Dkr,5
7606,Love Gun,KISS,0SPBrxOUEMIKugXR4bFhxs,11
7607,MY LOVE,LeeHi,4PvVKyqJ6pLVi5HKpAjTPc,17
7608,Love On The Brain - Gigamesh Remix,Rihanna,4AG78vnoHrJt4AGSzEremn,18
7609,Love On The Brain - Gigamesh Remix,Gigamesh,4AG78vnoHrJt4AGSzEremn,18
7610,I Won't Give Up - Demo,Jason Mraz,6RLkxQmjmbB6ItZBOwSK73,12
7611,I Love It (feat. Charli XCX),Icona Pop,1Q8ys0130rNeEE162pmsQa,18
7612,I Love It (feat. Charli XCX),Charli XCX,1Q8ys0130rNeEE162pmsQa,18
7613,Love Me,WiDE AWAKE,6OkP1t5se0cYZTfnNE5gC4,5
7614,Love Me,Jacob Banks,6OkP1t5se0cYZTfnNE5gC4,5
7615,My Love Took Me Down To The River To Silence Me,Little Green Cars,0x1mjEve6LgDbFqBO36p0X,10
7616,Love So Great - Live,Hillsong Worship,3tyY81IHUn468qY95ViW8E,19
7617,Love So Great - Live,David Ware,3tyY81IHUn468qY95ViW8E,19
7618,Seasons of Love,Rosario Dawson,5gw8HNcrqliEw0X6pPrPvG,2
7619,Seasons of Love,Taye Diggs,5gw8HNcrqliEw0X6pPrPvG,2
7620,Seasons of Love,Idina Menzel,5gw8HNcrqliEw0X6pPrPvG,2
7621,Seasons of Love,Jesse L. Martin,5gw8HNcrqliEw0X6pPrPvG,2
7622,Seasons of Love,Adam Pascal,5gw8HNcrqliEw0X6pPrPvG,2
7623,Seasons of Love,Tracie Thoms,5gw8HNcrqliEw0X6pPrPvG,2
7624,Seasons of Love,Anthony Rapp,5gw8HNcrqliEw0X6pPrPvG,2
7625,Seasons of Love,Wilson Jermaine Heredia,5gw8HNcrqliEw0X6pPrPvG,2
7626,arms,Christina Perri,5u0YB9bpmgEPS2bPhwfRFV,10
7627,Making Love Out of Nothing at All,Air Supply,1qQkXsvHcyenlqtPlGL9kn,19
7628,Your Love,Little Mix,5hWfntI1Jc4LmMABdw5FcX,19
7629,Feel Your Love,Flux Pavilion,0agrVBcyVQwg01ba6xS4qy,0
7630,Feel Your Love,NGHTMRE,0agrVBcyVQwg01ba6xS4qy,0
7631,Feel Your Love,Jamie Lewis,0agrVBcyVQwg01ba6xS4qy,0
7632,Permission to Love,Hayden James,0agehDrq7ZHos1Di3Gv4Co,0
7633,What Is Love 2016 - Rose Remix,Lost Frequencies,0a72KmY4uC4rNMWoXmZ93n,5
7634,Love The Lonely Out Of You,Brothers Osborne,0HN4joult64RwnGwbu3tkn,17
7635,Why I Love You,JAY-Z,1xHflEg6AlgDQJUtAJ4BS1,19
7636,Why I Love You,Kanye West,1xHflEg6AlgDQJUtAJ4BS1,19
7637,Why I Love You,Mr Hudson,1xHflEg6AlgDQJUtAJ4BS1,19
7638,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,6qB7YcFpeBEQa0D6QO482y,2
7639,Only Love (feat. Pitbull & Gene Noble),Shaggy,1QLH6vXRH2DrLohuY3U3Vb,19
7640,Only Love (feat. Pitbull & Gene Noble),Pitbull,1QLH6vXRH2DrLohuY3U3Vb,19
7641,Only Love (feat. Pitbull & Gene Noble),Gene Noble,1QLH6vXRH2DrLohuY3U3Vb,19
7642,Love Yourself,William Singe,1uWbaKWhpQoCjtv31pVYk2,13
7643,I Loved Her First,Heartland,0fZq48okuWkpAgjsWogAJ4,10
7644,"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,0INtJm8gCJKtNaAYQNVlpZ,18
7645,As Long As You Love Me - Acoustic Version,Justin Bieber,49rJsV4jSGjCLoks1fvzhP,13
7646,So Lovely,Ben Wolfe,0Ya7lMXJGmETT1G3bW0uX2,1
7647,Love Somebody,St. Lucia,6fV7lUjkxFgXnxJCaKvPQm,5
7648,Where's My Love - Piano and Viola Version,SYML,7jdDYWwAXBlc5T5nRUDax2,3
7649,Dance Me To The End Of Love,Madeleine Peyroux,5xqdfnqW6GijQLopbufMb5,14
7650,No Ordinary Love - Remastered,Sade,1tV7RXsTGdwxAvEo8Rv9pp,13
7651,Lovers on the Sun (feat. Sam Martin),David Guetta,2rgtCOVK2tpfao2VjURn84,7
7652,Lovers on the Sun (feat. Sam Martin),Sam Martin,2rgtCOVK2tpfao2VjURn84,7
7653,Someone That Loves You,HONNE,5ViKcykK1W89CGt2rKJJR7,5
7654,Someone That Loves You,Izzy Bizu,5ViKcykK1W89CGt2rKJJR7,5
7655,True Affection,Father John Misty,4qG7NaN5VGPE2HPFKFHKCs,10
7656,Olancha Farewell,Harold Budd,4KyJQKAFvEH4F52qSMuwIF,3
7657,My Baby Just Cares For Me,Nina Simone,6bFrlORduDtYQ9BlPenV3o,13
7658,Fool For Love,10Digits,7gxgcQRqvqhsNy0hMawZI6,7
7659,Fool For Love,Charmie,7gxgcQRqvqhsNy0hMawZI6,7
7660,Keep Your Secrets [Flashback] [ABGT219] - Myon & Shane54 Summer Of Love Mix,Andrew Bayer,7gJ6O3elop25VD9rUJTjqi,5
7661,Keep Your Secrets [Flashback] [ABGT219] - Myon & Shane54 Summer Of Love Mix,Molly Bancroft,7gJ6O3elop25VD9rUJTjqi,5
7662,I Love My Life,Demarco,6S0nwCOEAftiihy73YVDnl,18
7663,Son of a Preacher Man,Aretha Franklin,4uCbetXW9LStYPUjCpBVp9,12
7664,Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),Glee Cast,2DuDK4tWXGomxtzG7KmqgE,17
7665,Can't Help Falling In Love (Recorded Live at Daytrotter),Ingrid Michaelson,2yuea8dOVphJMCEZOlnyKf,12
7666,Chloe Dancer/Crown Of Thorns,Mother Love Bone,7rBMZvgeWnOTHWUh3Pvw51,10
7667,Bizarre Love Triangle,New Order,6wVViUl2xSRoDK2T7dMZbR,4
7668,Little Love,Kilian & Jo,1t2iQB8RGJH1IRtdfqdjKA,0
7669,Little Love,Conrad Sewell,1t2iQB8RGJH1IRtdfqdjKA,0
7670,Little Love,Sons Of Midnight,1t2iQB8RGJH1IRtdfqdjKA,0
7671,Everlasting Love,Love Affair,2Rp4qTPWa91ctCSq0pu3zv,9
7672,"Hands to Myself, Love Yourself, Perfect (Acoustic Mashup) [feat. Landon Austin]",Kaya May,4eg3wsiTrPa7KpwVai2VY7,0
7673,"Hands to Myself, Love Yourself, Perfect (Acoustic Mashup) [feat. Landon Austin]",Landon Austin,4eg3wsiTrPa7KpwVai2VY7,0
7674,Used To Love You,Gwen Stefani,6rWLpiVbVBRZNCsARsVE7O,19
7675,Tainted Love,Soft Cell,1tVzVPIcCFz5QUMGLPHJEc,11
7676,"Me, Myself and I",Beyoncé,6XsT5UGfpaFeHQf5LRIy4W,8
7677,True Love,Coldplay,0fQuzbQNLcD1ofo7B2NcFI,19
7678,Love Me Now - Dave Audé Remix Radio Edit,John Legend,5WOLZP8KrXiupBjG1SSN5U,18
7679,Love Me Now - Dave Audé Remix Radio Edit,Dave Audé,5WOLZP8KrXiupBjG1SSN5U,18
7680,Stay My Love,Una Healy,3OSHVLFRtJIfw49DRb5wFX,12
7681,Stay My Love,Sam Palladio,3OSHVLFRtJIfw49DRb5wFX,12
7682,Real Love - From the John Lewis Christmas Advert 2014,Tom Odell,1Udy17gjGeZPNdmmcLjl7L,17
7683,The Love That We Need,Hayes Carll,31dEh1OeZGv61RZzDIixue,12
7684,Crazy Love - 2013 Remaster,Van Morrison,2hjAc6x8EoSLhGxRNg8KEw,17
7685,Love Like We Used To (feat. Nateur) - Lenno Remix,Captain Cuts,3rU5DakBr3a82YKOzAQSpr,16
7686,Love Like We Used To (feat. Nateur) - Lenno Remix,Nateur,3rU5DakBr3a82YKOzAQSpr,16
7687,Love Like We Used To (feat. Nateur) - Lenno Remix,Lenno,3rU5DakBr3a82YKOzAQSpr,16
7688,Play with Fire,Vance Joy,0d0bU9qHxAHvuJRjio7cU6,10
7689,Love Can Go to Hell,Brandy Clark,68bh9PGm0UQRRxUNRRnZPl,10
7690,Let's Fall In Love,Mother Mother,5RkXPfsWwq1dgU2U7Xy42A,7
7691,Love Me Back,Jacob Sartorius,3xUgD4vi3d6SE8x0lMwKdF,19
7692,What's Love Got To Do With It,DNCE,6IBA0Sy4fygin7LNDY9Vtt,8
7693,All For You,Night Riots,6VVd4kRfzBsZqFbvEAjloh,6
7694,I Love Me,Meghan Trainor,0qPFRNlt5oKwW7xCpf0iwM,18
7695,I Love Me,LunchMoney Lewis,0qPFRNlt5oKwW7xCpf0iwM,18
7696,Book Of Love,Felix Jaehn,47NTskHaXv46jp21vFj8tD,0
7697,Book Of Love,POLINA,47NTskHaXv46jp21vFj8tD,0
7698,Addicted To Love,Robert Palmer,477uFn72G9TmZ5ouu23rMZ,8
7699,Addicted To Love,Eric 'ET' Thorngren,477uFn72G9TmZ5ouu23rMZ,8
7700,Talking About Love,King Topher,2AK6cgxQCh2Dyl7WzayO4K,0
7701,Talking About Love,Trm,2AK6cgxQCh2Dyl7WzayO4K,0
7702,Fanatica Sensual,Plan B,1DrDfpOx4P4LMxFhtOmeyD,8
7703,The World At Large,Modest Mouse,5op53ANI4exiWqFHKuwWxd,19
7704,My Love (feat. Drake) - Remix,Majid Jordan,1Vb6R8COnB8cnrSROqaueY,18
7705,My Love (feat. Drake) - Remix,Drake,1Vb6R8COnB8cnrSROqaueY,18
7706,Need To Feel Loved,Sander van Doorn,6AMrmGPBVfqU1Xsi6d1oqm,5
7707,Need To Feel Loved,LVNDSCAPE,6AMrmGPBVfqU1Xsi6d1oqm,5
7708,How Deep Is Your Love,William Singe,0pmSbpYeNlImxN5BzWH5zg,2
7709,Heartbreak,Yelawolf,75w2a0xsIuUVGwTYKEOqzg,10
7710,I Better Love You,Will Heard,2jFd3RbfyLbGAZz822QcKN,8
7711,Love Story,Luc Serra,7sl42h4OZjO5pcR0uskZCV,1
7712,She Don't Love You,Eric Paslay,1B17jo7XD3lJ9AtrdE9kUd,19
7713,If You Had My Love,Jennifer Lopez,1EQgbMBc304Ss86dXBulJA,7
7714,봄인가 봐 Spring Love,Eric Nam,0zvzglIwe1ac0OdMaCLSat,17
7715,봄인가 봐 Spring Love,WENDY,0zvzglIwe1ac0OdMaCLSat,17
7716,How To Love Me,SAYGRACE,70bhxGCCsZUwCNNQVZEdf2,17
7717,"Endless Love - From ""The Endless Love"" Soundtrack",Lionel Richie,0FGxAEMIE5GhyFqFMHRWaO,17
7718,"Endless Love - From ""The Endless Love"" Soundtrack",Diana Ross,0FGxAEMIE5GhyFqFMHRWaO,17
7719,What Is Love 2016,Lost Frequencies,4s3tpnQIUU6XX6iBpv2QDk,5
7720,Your Love Could Start a War,The Unlikely Candidates,6OwnA57kFHjNde3H5VrjCu,5
7721,Can't Help Falling in Love,Jess and Gabriel,4Gng5Ouwz5bazftduyyBJw,12
7722,I'm Good,The Mowgli's,5KQDGl3vAkNGyfvSbaW89E,6
7723,Wherever You Will Go,Charlene Soraia,2ZHmUFJRXfowfWv64nr7yA,17
7724,Whatchu Finna Do,Jonn Hart,7JDHQRDUARjzjVpn9A76nC,19
7725,Whatchu Finna Do,LoveRance,7JDHQRDUARjzjVpn9A76nC,19
7726,You Make Me Feel so Young,Michael Bublé,1B8RSIxmwcjad7XUJjeCK2,2
7727,Don't Let Go (Love),En Vogue,06TuMCjDEYjTOJScCRzmjf,11
7728,Dance Like We're Making Love,Ciara,3biFdxByHgUhTbp2dG89zK,0
7729,50 Ways to Leave Your Lover,Paul Simon,6Qb7gtV6Q4MnUjSbkFcopl,19
7730,LoveStoned / I Think She Knows Interlude,Justin Timberlake,62cYasTwBy6Y7pstdSTmHu,7
7731,Loved Me Back to Life,Céline Dion,1YUOlePfiz9kxJRuwECzjn,19
7732,Wild Wild Love (feat. G.R.L.),Pitbull,6DcDdDevI94Dh4vc5anXBE,10
7733,Wild Wild Love (feat. G.R.L.),G.R.L.,6DcDdDevI94Dh4vc5anXBE,10
7734,Naughty Girl,Beyoncé,0YGQ3hZcRLC5YX7o0hdmHg,7
7735,How Deep Is Your Love - DJ Snake Remix,Calvin Harris,2mQ7KmAI8gFLH3baaDXc6o,19
7736,How Deep Is Your Love - DJ Snake Remix,Disciples,2mQ7KmAI8gFLH3baaDXc6o,19
7737,How Deep Is Your Love - DJ Snake Remix,DJ Snake,2mQ7KmAI8gFLH3baaDXc6o,19
7738,Can't Help Falling in Love,Haley Reinhart,5LcLSpYIn25sDjDRjVo2AE,12
7739,Make You Feel My Love (album),Adele,2SeSSX9VmBZ00pMZp128BJ,17
7740,Can't Do Without You,Caribou,3n4M80UmJNHws4ZqdM7KEF,3
7741,It Must Have Been Love,Kathleen Edwards,6varSqCbYjIO8ax2DVmnmX,13
7742,"i hate u, i love u (feat. olivia o'brien) - Robin Schulz Remix",gnash,1nalr6pgeR33Oqy57JgTVT,7
7743,"i hate u, i love u (feat. olivia o'brien) - Robin Schulz Remix",Olivia O'Brien,1nalr6pgeR33Oqy57JgTVT,7
7744,"i hate u, i love u (feat. olivia o'brien) - Robin Schulz Remix",Robin Schulz,1nalr6pgeR33Oqy57JgTVT,7
7745,Pride (In The Name Of Love) - Remastered 2009,U2,3dh2LlmeMqKJbzn2WUgt3d,9
7746,BOSS - Radio Edit,Disclosure,3M6GAqPB1SCfzS4CUbo13p,7
